plant_id,part_id,part_category,readiness_count,available_unit_count,buildable_unit_count,readiness_status
1234,ABC-720-52AE234C,Assembly,5480.0,87.0,5393.0,At High Target
1234,ABC-720-F08E7502,Component,170.0,170.0,,
1234,ABC-740-52AE234C,Component,38.0,38.0,,
1234,ABC-745-2337060C,Assembly,10.0,0.0,10.0,At Low Target
1234,ABC-910-435F10D9,Assembly,0.0,0.0,0.0,Below Target
1234,ABC-910-63261365,Assembly,49.0,0.0,49.0,At Low Target
1234,ABC-910-70C1817F,Assembly,1.0,0.0,1.0,Below Target
1234,ABC-920-59E410C7,Assembly,3447.0,373.0,3074.0,At High Target
1234,ABC-920-9BCEA448,Assembly,107.0,69.0,38.0,At High Target
1234,ABC-000010-87455062,Component,206.0,206.0,,
1234,ABC-000010-F9722A9A,Component,1085.0,1085.0,,
1234,ABC-000010-x,Component,2569.0,2569.0,,
1234,ABC-000018-17F1F9BE,Component,5210.0,5210.0,,
1234,ABC-000018-285157AC,Component,5152.0,5152.0,,
1234,ABC-000018-x,Component,19671.0,19671.0,,
1234,ABC-000061-6FC978AF,Component,231.0,231.0,,
1234,ABC-000064 REV 00C-x,Component,3686.0,3686.0,,
1234,ABC-000070-C44B3F8F,Component,704.0,704.0,,
1234,ABC-000135-3EDEA851,Component,15.0,15.0,,
1234,ABC-410-10592407,Component,23.0,23.0,,
1234,ABC-410-C0FD86A5,Assembly,4012.0,83.0,3929.0,At High Target
1234,ABC-520-373772F8,Component,22.0,22.0,,
1234,ABC-520-A4D40FB8,Component,87.0,87.0,,
1234,ABC-520-A50B103B,Component,10.0,10.0,,
1234,ABC-710-3474937B,Assembly,51.0,0.0,51.0,At High Target
1234,ABC-710-A4D40FB8,Component,35.0,35.0,,
1234,ABC-720-8939FB62,Assembly,3668.0,3.0,3665.0,At High Target
1234,ABC-720-CB050940,Assembly,822.0,9.0,813.0,At High Target
1234,ABC-740-10592407,Component,9.0,9.0,,
1234,ABC-745-7AA21476,Component,36.0,36.0,,
1234,ABC-750-32042A64,Assembly,0.0,0.0,0.0,Below Target
1234,ABC-910-DB68683E,Assembly,599.0,0.0,599.0,At High Target
1234,ABC-920-373772F8,Assembly,795.0,115.0,680.0,At High Target
1234,ABC-920-4841EA0C,Assembly,219.0,163.0,56.0,At High Target
1234,ABC-920-6A5A39CA,Assembly,69.0,41.0,28.0,At High Target
1234,ABC-000105-285157AC,Component,3931.0,3931.0,,
1234,ABC-000107-17F1F9BE,Component,13.0,13.0,,
1234,ABC-000107-3EDEA851,Component,55.0,55.0,,
1234,ABC-000121-17F1F9BE,Component,3.0,3.0,,
1234,ABC-000121-285157AC,Component,303.0,303.0,,
1234,ABC-000121-3EDEA851,Component,5213.0,5213.0,,
1234,ABC-000121-x,Component,165.0,165.0,,
1234,ABC-410-0C9011A4,Assembly,668.0,2.0,666.0,At High Target
1234,ABC-410-D780DC14,Component,612.0,612.0,,
1234,ABC-520-67F917DB,Component,1.0,1.0,,
1234,ABC-520-E560CE93,Component,4.0,4.0,,
1234,ABC-740-BC11D952,Component,982.0,982.0,,
1234,ABC-750-119B019B,Assembly,35.0,0.0,35.0,At Low Target
1234,ABC-910-6CA25EC5,Assembly,1.0,0.0,1.0,Below Target
1234,ABC-910-A6126DF9,Assembly,70.0,0.0,70.0,At High Target
1234,ABC-920-01140595,Assembly,21.0,21.0,0.0,At Low Target
1234,ABC-920-CAC6F84D,Assembly,258.0,214.0,44.0,At High Target
