ID,Description,PartCategory,PartFamilyID,PartFamilyDescription,Supplier,SupplierID,CRMSupplierID,SupplierAddressID
ABC-240-59E0FEC5,"Power Port, 24.987 - Aba7",N/A,77DE68DAEC,PCBA,,,,
ABC-240-8A15CA25,"Wire, 34.987 - Av1",N/A,77DE68DAEC,PCBA,,,,
ABC-240-918D5FED,"Cap, 23"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-240-ACBBC0F2,"Nano Film, 14"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-240-C3CB45EC,"Wire, 34.987 - Av1",N/A,77DE68DAEC,PCBA,,,,
ABC-250-094EC286,"Cap, 23"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-250-2337060C,"Faceplate, 33"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-250-3044D692,"Bolt, 7"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-250-86DFB043,"Nano Film, 14"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-250-8A11AEE0,"Cap, 19"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-250-99FF07E4,"Faceplate, 4"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-250-C3233638,"Cap, 19"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-250-CB050940,"Power Port, 14"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-310-0A620481,"Faceplate, 33"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-310-271B23CC,"Meter, 31.97 - Be1",N/A,77DE68DAEC,PCBA,,,,
ABC-310-35510DE8,"Power Port, Macro 243K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-310-37B04168,"Power Port, 24.987 - Aba7",N/A,77DE68DAEC,PCBA,,,,
ABC-310-416EA4A2,"Faceplate, 34.987 - Av1",N/A,77DE68DAEC,PCBA,,,,
ABC-310-41DBE1AF,"Screw, Thin 43K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-310-49AD8A40,"Faceplate, 4"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-310-5DE8FAB1,"Cap, 23"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-310-75245187,"Wire, 34.987 - Av1",N/A,77DE68DAEC,PCBA,,,,
ABC-310-8529E078,"Cap, Thick 23K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-310-8A15CA25,"Cap, Thick 23K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-310-8B283539,"Cap, 23"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-310-90AA4C70,"Faceplate, 34.987 - Av1",N/A,77DE68DAEC,PCBA,,,,
ABC-310-ACBBC0F2,"Heatsink, 23"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-310-B2E77F85,"Faceplate, 34.987 - Av1",N/A,77DE68DAEC,PCBA,,,,
ABC-310-C430C12D,"Heatsink, 23"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-310-CB10FB13,"Power Port, 24.987 - Aba7",N/A,77DE68DAEC,PCBA,,,,
ABC-310-D7A2A17C,"Cap, Thick 23K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-310-EAEBF651,"Meter, 31.97 - Be1",N/A,77DE68DAEC,PCBA,,,,
ABC-330-4D027DAD,"Nano Film, 1%sec",N/A,77DE68DAEC,PCBA,,,,
ABC-390-68596157,"Wire, 31.987 - Be1",N/A,77DE68DAEC,PCBA,,,,
ABC-410-79ED239A,"Faceplate, 33"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-410-99FF07E4,"Bolt, 7"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-410-BEE38AD6,"Wire, 6.3 % nevi3",N/A,77DE68DAEC,PCBA,,,,
ABC-410-F45C3CB3,"Power Port, 14"" dim",Component,77DE68DAEC,PCBA,Sigbar,1762632449,C0BD210C60,0007A2F514
ABC-420-2584F6D1,"Faceplate, 33"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-420-2C47FF81,"Nano Film, 14"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-420-37B04168,"Screw, Thin 43K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-420-39DF9E47,"Heatsink, 23"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-420-41D9A4A5,"Wire, 34.987 - Av1",N/A,77DE68DAEC,PCBA,,,,
ABC-420-44FD1DB5,"Wire, 34.987 - Av1",N/A,77DE68DAEC,PCBA,,,,
ABC-420-4BEE170D,"Power Port, 24.987 - Aba7",N/A,77DE68DAEC,PCBA,,,,
ABC-420-78EA898B,"Nano Film, 1%sec",N/A,77DE68DAEC,PCBA,,,,
ABC-420-79ED239A,"Screw, Thin 43K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-420-82E13F9E,"Nano Film, 14"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-420-86DFB043,"Nano Film, 1%sec",N/A,77DE68DAEC,PCBA,,,,
ABC-420-88C0D8D9,"Faceplate, 34.987 - Av1",N/A,77DE68DAEC,PCBA,,,,
ABC-420-A4D40FB8,"Wire, 6.3 % nevi3",N/A,77DE68DAEC,PCBA,,,,
ABC-420-AE109F58,"Power Port, 24.987 - Aba7",N/A,77DE68DAEC,PCBA,,,,
ABC-420-CA1EF61E,"Faceplate, 33"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-420-DFB196C8,"Cap, Thick 23K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-420-EB444D02,"Faceplate, 4"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-450-6D13A8FA,"Cap, Thick 23K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-450-731AD768,"Nano Film, 14"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-450-735641AA,"Nano Film, 14"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-450-A4535E46,"Power Port, 24.987 - Aba7",N/A,77DE68DAEC,PCBA,,,,
ABC-450-CB57C4BE,"Faceplate, 34.987 - Av1",N/A,77DE68DAEC,PCBA,,,,
ABC-450-D981C389,"Power Port, 14"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-450-D9C39EA0,"Power Port, 14"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-450-E2BD83B3,"Screw, Thin 43K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-450-E6E58F5B,"Wire, 31.987 - Be1",N/A,77DE68DAEC,PCBA,,,,
ABC-450-E93E3B39,"Wire, 6.3 % nevi3",N/A,77DE68DAEC,PCBA,,,,
ABC-510-1F80F465,"Cap, 19"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-510-32C5898F,"Faceplate, 33"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-510-8A15CA25,"Nano Film, 1%sec",N/A,77DE68DAEC,PCBA,,,,
ABC-520-2D1B5B35,"Power Port, 14"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-520-337BBBC0,"Wire, 6.3 % nevi3",Component,77DE68DAEC,PCBA,Apex Manufacturing,1999239193,E0A08FB9AD,0001C68D52
ABC-520-419BBD29,"Screw, Thin 43K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-520-54F6C293,"Screw, Thin 43K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-520-5A4B9C11,"Wire, 34.987 - Av1",Component,77DE68DAEC,PCBA,Electronica,481989692,EE2EF596E9,000FE1A50B
ABC-520-5DE8FAB1,"Meter, 31.97 - Be1",N/A,77DE68DAEC,PCBA,,,,
ABC-520-75DE2B9F,"Wire, 6.3 % nevi3",Component,77DE68DAEC,PCBA,Stimp Hardware,1277462715,6EEF664840,000036031A
ABC-520-79FF9D04,"Bolt, 7"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-520-9B52731B,"Cap, Thick 23K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-520-C3233638,"Meter, 31.97 - Be1",N/A,77DE68DAEC,PCBA,,,,
ABC-520-C8A26E97,"Nano Film, 14"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-520-D9C39EA0,"Power Port, 14"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-520-DF1B21DE,"Nano Film, 1%sec",N/A,77DE68DAEC,PCBA,,,,
ABC-520-E6E58F5B,"Power Port, 24.987 - Aba7",N/A,77DE68DAEC,PCBA,,,,
ABC-521575-01592D51,"Heatsink, 23"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-521575-2952AECA,"Power Port, 24.987 - Aba7",N/A,77DE68DAEC,PCBA,,,,
ABC-521575-86CF294A,"Nano Film, 1%sec",N/A,77DE68DAEC,PCBA,,,,
ABC-530-1F80F465,"Nano Film, 14"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-530-C0FD86A5,"Power Port, Macro 243K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-530-CAC6F84D,"Nano Film, 14"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-540-35590410,"Power Port, 14"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-540-69634481,"Faceplate, 34.987 - Av1",N/A,77DE68DAEC,PCBA,,,,
ABC-540-6A5A39CA,"Wire, 34.987 - Av1",N/A,77DE68DAEC,PCBA,,,,
ABC-540-7AA21476,"Faceplate, 34.987 - Av1",N/A,77DE68DAEC,PCBA,,,,
ABC-540-7B8111EE,"Bolt, 7"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-540-8174355A,"Bolt, 7"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-540-88C0D8D9,"Power Port, 24.987 - Aba7",N/A,77DE68DAEC,PCBA,,,,
ABC-540-9E054AB7,"Meter, 31.97 - Be1",N/A,77DE68DAEC,PCBA,,,,
ABC-540-A6126DF9,"Cap, 23"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-540-ACBBC0F2,"Meter, 31.97 - Be1",N/A,77DE68DAEC,PCBA,,,,
ABC-540-B2B78428,"Nano Film, 1%sec",N/A,77DE68DAEC,PCBA,,,,
ABC-540-C32B8D0B,"Screw, Thin 43K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-540-CC86F0C2,"Screw, Thin 43K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-540-CF1BF379,"Wire, 34.987 - Av1",N/A,77DE68DAEC,PCBA,,,,
ABC-540-E720A369,"Meter, 31.97 - Be1",N/A,77DE68DAEC,PCBA,,,,
ABC-540-FC1E3289,"Faceplate, 33"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-540-FC7A7565,"Nano Film, 1%sec",N/A,77DE68DAEC,PCBA,,,,
ABC-610-17BFB3B3,"Nano Film, 14"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-610-1F80F465,"Power Port, Macro 243K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-610-2D1B5B35,"Heatsink, 23"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-610-48A6F5F4,"Wire, 31.987 - Be1",N/A,77DE68DAEC,PCBA,,,,
ABC-610-7F79FD6A,"Nano Film, 1%sec",N/A,77DE68DAEC,PCBA,,,,
ABC-610-DAE6F640,"Cap, 19"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-620-ACBBC0F2,"Screw, Thin 43K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-710-3044D692,"Bolt, 7"" dim",Component,77DE68DAEC,PCBA,Cesium Electronics,1490588195,B9CC46B098,000017E81E
ABC-710-42EFCED5,"Wire, 34.987 - Av1",Component,77DE68DAEC,PCBA,Kelv,1193274981,D5CFF47630,000035BA3A
ABC-710-78B029E9,"Cap, Thick 23K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-710-9D5AF383,"Power Port, 24.987 - Aba7",N/A,77DE68DAEC,PCBA,,,,
ABC-720-7AA21476,"Meter, 31.97 - Be1",Assembly,77DE68DAEC,PCBA,,,,
ABC-720-8A11AEE0,"Wire, 34.987 - Av1",N/A,77DE68DAEC,PCBA,,,,
ABC-720-94F082F2,"Meter, 31.97 - Be1",N/A,77DE68DAEC,PCBA,,,,
ABC-720-99FF07E4,"Power Port, Macro 243K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-720-9BCEA448,"Cap, 19"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-720-DF458CBC,"Faceplate, 34.987 - Av1",N/A,77DE68DAEC,PCBA,,,,
ABC-720-E3A69F41,"Bolt, 7"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-720-F22C976B,"Nano Film, 14"" dim",Assembly,77DE68DAEC,PCBA,,,,
ABC-735-271B23CC,"Power Port, Macro 243K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-735-5AFE5729,"Screw, Thin 43K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-735-98C5A824,"Faceplate, 34.987 - Av1",N/A,77DE68DAEC,PCBA,,,,
ABC-735-9B52731B,"Heatsink, 23"" dim",Assembly,77DE68DAEC,PCBA,,,,
ABC-740-59E410C7,"Wire, 6.3 % nevi3",N/A,77DE68DAEC,PCBA,,,,
ABC-740-5D97172A,"Screw, Thin 43K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-740-D6B27B64,"Faceplate, 34.987 - Av1",Component,77DE68DAEC,PCBA,Sigmmund,891496558,6EEF664840,0001226520
ABC-745-D7A2A17C,"Wire, 6.3 % nevi3",Assembly,77DE68DAEC,PCBA,,,,
ABC-750-0B343F87,"Cap, 23"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-750-1F80F465,"Heatsink, 23"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-750-99FF07E4,"Power Port, 14"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-750-C7A06415,"Meter, 31.97 - Be1",Assembly,77DE68DAEC,PCBA,,,,
ABC-750-F457B219,"Heatsink, 23"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-750-F8E322EC,"Cap, Thick 23K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-810-C3CB45EC,"Power Port, Macro 243K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-810-F8E322EC,"Cap, 23"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-850-B2E77F85,"Cap, 19"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-870-84C20589,"Wire, 34.987 - Av1",N/A,77DE68DAEC,PCBA,,,,
ABC-880-71F976F3,"Power Port, 24.987 - Aba7",N/A,77DE68DAEC,PCBA,,,,
ABC-910-0A620481,"Nano Film, 1%sec",N/A,77DE68DAEC,PCBA,,,,
ABC-910-8A15CA25,"Bolt, 7"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-910-C0FD86A5,"Wire, 34.987 - Av1",N/A,77DE68DAEC,PCBA,,,,
ABC-910-D4C518B0,"Cap, Thick 23K Ohm",Assembly,77DE68DAEC,PCBA,,,,
ABC-920-179FF2FE,"Meter, 31.97 - Be1",Assembly,77DE68DAEC,PCBA,,,,
ABC-920-47926045,"Cap, 23"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-920-63261365,"Power Port, 24.987 - Aba7",N/A,77DE68DAEC,PCBA,,,,
ABC-920-727BB149,"Nano Film, 14"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-920-79AF983C,"Faceplate, 34.987 - Av1",N/A,77DE68DAEC,PCBA,,,,
ABC-920-8174355A,"Wire, 31.987 - Be1",N/A,77DE68DAEC,PCBA,,,,
ABC-920-A432F637,"Cap, Thick 23K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-920-BEE38AD6,"Power Port, Macro 243K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-920-E93E3B39,"Power Port, Macro 243K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-920-F08E7502,"Power Port, Macro 243K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-920-F5F1D68C,"Faceplate, 4"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-930-76DC7215,"Power Port, Macro 243K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-930-8A15CA25,"Faceplate, 4"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-ED31DE82-x,"Cap, 19"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-FE7A885B-x,"Cap, 19"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-MLG-37FEBA06,"Power Port, 24.987 - Aba7",N/A,77DE68DAEC,PCBA,,,,
ABC-MLG-757B3BF5,"Power Port, 24.987 - Aba7",N/A,77DE68DAEC,PCBA,,,,
ABC-MPI002474-x,"Faceplate, 34.987 - Av1",N/A,77DE68DAEC,PCBA,,,,
ABC-MPI004782-x,"Wire, 34.987 - Av1",N/A,77DE68DAEC,PCBA,,,,
ABC-MPI006137-x,"Screw, Thin 43K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-MPI010195-x,"Wire, 6.3 % nevi3",N/A,77DE68DAEC,PCBA,,,,
ABC-MPI010255-x,"Wire, 31.987 - Be1",N/A,77DE68DAEC,PCBA,,,,
ABC-SPI001566-x,"Meter, 31.97 - Be1",N/A,77DE68DAEC,PCBA,,,,
ABC-SSJ104015-x,"Wire, 31.987 - Be1",N/A,77DE68DAEC,PCBA,,,,
ABC-SSJ310029-x,"Power Port, Macro 243K Ohm",N/A,77DE68DAEC,PCBA,,,,
ABC-SSJ320015-x,"Nano Film, 14"" dim",N/A,77DE68DAEC,PCBA,,,,
ABC-SSJ320034-x,"Faceplate, 34.987 - Av1",N/A,77DE68DAEC,PCBA,,,,
ABC-STPI003374-x,"Power Port, 24.987 - Aba7",N/A,77DE68DAEC,PCBA,,,,
ABC-STPI003375-x,"Power Port, 24.987 - Aba7",N/A,77DE68DAEC,PCBA,,,,
ABC-STPI003377-x,"Power Port, 24.987 - Aba7",N/A,77DE68DAEC,PCBA,,,,
ABC-STPI003378-x,"Power Port, 24.987 - Aba7",N/A,77DE68DAEC,PCBA,,,,
ABC-STPI003383-x,"Power Port, 24.987 - Aba7",N/A,77DE68DAEC,PCBA,,,,
ABC-STPI003403-x,"Power Port, 24.987 - Aba7",N/A,77DE68DAEC,PCBA,,,,
ABC-000023-x,"Wire, 7"" dim",N/A,7B52009B64,Cronus,,,,
ABC-000026-x,"Wire, 24.987 - Aba7",N/A,7B52009B64,Cronus,,,,
ABC-000045-x,"Nano Film, Micro 3K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-000047-x,"Bolt, Thick 243K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-000050-3EDEA851,"Faceplate, 17.386 - Av2",Component,7B52009B64,Cronus,Parts Store,415497922,D87FAFA878,00182D197E
ABC-000050-7BDF7681,"Faceplate, 17.386 - Av2",Component,7B52009B64,Cronus,Electronica,481989692,EE2EF596E9,000FE1A50B
ABC-000050-x,"Faceplate, 17.386 - Av2",Component,7B52009B64,Cronus,Parts Store,415497922,D87FAFA878,00182D197E
ABC-000052-3EDEA851,"Cap, 17.386 - Av2",Component,7B52009B64,Cronus,Stimp Hardware,1277462715,6EEF664840,000036031A
ABC-000052-7BDF7681,"Cap, 17.386 - Av2",Component,7B52009B64,Cronus,Digitalus,1550304635,5192B86AF2,00006B1B5C
ABC-000071 Rev 00B-x,"Bolt, Thick 243K Ohm",Component,7B52009B64,Cronus,Sigbar,1762632449,C0BD210C60,0007A2F514
ABC-000092-AF6267BA,"Faceplate, 17.386 - Av2",Component,7B52009B64,Cronus,Cesium Electronics,1490588195,B9CC46B098,000017E81E
ABC-100-2F1F38F5,"Nano Film, 34.987 - Av1",N/A,7B52009B64,Cronus,,,,
ABC-100-456ECC26,"Wire, 33"" dim",N/A,7B52009B64,Cronus,,,,
ABC-110-807C7277,"Screw, 1%sec",N/A,7B52009B64,Cronus,,,,
ABC-110-8EE52A4C,"Nano Film, 6.3 % nevi3",N/A,7B52009B64,Cronus,,,,
ABC-110-EFFE2D14,"Wire, 33"" dim",N/A,7B52009B64,Cronus,,,,
ABC-120-9D7AEF07,"Nano Film, 6.3 % nevi3",N/A,7B52009B64,Cronus,,,,
ABC-120-B0E5D3E5,"Wire, 7"" dim",N/A,7B52009B64,Cronus,,,,
ABC-120-B72E6BE6,"Nano Film, 1.987 - Cra8",N/A,7B52009B64,Cronus,,,,
ABC-180-45C25773,"Nano Film, 34.987 - Av1",N/A,7B52009B64,Cronus,,,,
ABC-210-0C9011A4,"Screw, 34.987 - Av1",N/A,7B52009B64,Cronus,,,,
ABC-210-132CEC9F,"Nano Film, 23"" dim",N/A,7B52009B64,Cronus,,,,
ABC-210-8A11AEE0,"Meter, 19"" dim",N/A,7B52009B64,Cronus,,,,
ABC-210-9AD2CAE5,"Faceplate, 17.386 - Av2",N/A,7B52009B64,Cronus,,,,
ABC-210-9BE17789,"Power Port, Thick 23K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-210-CA1EF61E,"Cap, 1%sec",N/A,7B52009B64,Cronus,,,,
ABC-210-D92FE298,"Cap, 17.386 - Av2",N/A,7B52009B64,Cronus,,,,
ABC-210-EAE8F03A,"Faceplate, 17.386 - Av2",N/A,7B52009B64,Cronus,,,,
ABC-220-01140595,"Meter, 4"" dim",N/A,7B52009B64,Cronus,,,,
ABC-220-08FC897B,"Nano Film, Micro 3K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-220-094EC286,"Power Port, Thick 23K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-220-0D0C3ED0,"Nano Film, 1.987 - Cra8",N/A,7B52009B64,Cronus,,,,
ABC-220-16093A66,"Heatsink, Macro 243K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-220-47926045,"Wire, 33"" dim",N/A,7B52009B64,Cronus,,,,
ABC-220-59E410C7,"Wire, 33"" dim",N/A,7B52009B64,Cronus,,,,
ABC-220-5CF25A09,"Nano Film, Micro 3K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-220-636371F6,"Screw, 1%sec",N/A,7B52009B64,Cronus,,,,
ABC-220-94E527BE,"Nano Film, Micro 3K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-220-9BE17789,"Screw, 1%sec",N/A,7B52009B64,Cronus,,,,
ABC-220-9F4B98C7,"Cap, 17.386 - Av2",N/A,7B52009B64,Cronus,,,,
ABC-220-B141888A,"Wire, 24.987 - Aba7",N/A,7B52009B64,Cronus,,,,
ABC-220-BB8B09AD,"Screw, 34.987 - Av1",N/A,7B52009B64,Cronus,,,,
ABC-220-DF7562D7,"Power Port, Thick 23K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-220-E30B2B4B,"Cap, 1%sec",N/A,7B52009B64,Cronus,,,,
ABC-220-F5FF552B,"Nano Film, Micro 3K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-220-F8E322EC,"Cap, 17.386 - Av2",N/A,7B52009B64,Cronus,,,,
ABC-220-FB0360B3,"Bolt, Thick 243K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-220-FC7A7565,"Meter, 4"" dim",N/A,7B52009B64,Cronus,,,,
ABC-230-0D0C3ED0,"Meter, 4"" dim",N/A,7B52009B64,Cronus,,,,
ABC-240-54F6C293,"Cap, 17.386 - Av2",N/A,7B52009B64,Cronus,,,,
ABC-240-623D98EF,"Cap, 1%sec",N/A,7B52009B64,Cronus,,,,
ABC-240-84C20589,"Meter, 4"" dim",N/A,7B52009B64,Cronus,,,,
ABC-240-9757D442,"Meter, 4"" dim",N/A,7B52009B64,Cronus,,,,
ABC-240-C3233638,"Meter, 19"" dim",N/A,7B52009B64,Cronus,,,,
ABC-240-FC7A7565,"Heatsink, Macro 243K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-250-1AD38773,"Wire, 7"" dim",N/A,7B52009B64,Cronus,,,,
ABC-250-623D98EF,"Nano Film, 34.987 - Av1",N/A,7B52009B64,Cronus,,,,
ABC-250-7F79FD6A,"Power Port, Thick 23K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-250-CB337DEA,"Cap, 17.386 - Av2",N/A,7B52009B64,Cronus,,,,
ABC-250-CFBCB12B,"Nano Film, 1.987 - Cra8",N/A,7B52009B64,Cronus,,,,
ABC-250-DAE6F640,"Nano Film, 6.3 % nevi3",N/A,7B52009B64,Cronus,,,,
ABC-310-075E49B5,"Cap, 17.386 - Av2",N/A,7B52009B64,Cronus,,,,
ABC-310-0B343F87,"Nano Film, 34.987 - Av1",N/A,7B52009B64,Cronus,,,,
ABC-310-119B019B,"Heatsink, Macro 243K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-310-2767D18E,"Cap, 17.386 - Av2",N/A,7B52009B64,Cronus,,,,
ABC-310-3044D692,"Power Port, Thick 23K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-310-3887122B,"Wire, 7"" dim",N/A,7B52009B64,Cronus,,,,
ABC-310-42EFCED5,"Bolt, Thick 243K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-310-44FD1DB5,"Faceplate, 17.386 - Av2",N/A,7B52009B64,Cronus,,,,
ABC-310-4F95E326,"Bolt, Thick 243K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-310-5F64ECCE,"Nano Film, Micro 3K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-310-623D98EF,"Bolt, Thick 243K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-310-684C9194,"Meter, 19"" dim",N/A,7B52009B64,Cronus,,,,
ABC-310-79C821AB,"Wire, 33"" dim",N/A,7B52009B64,Cronus,,,,
ABC-310-7F3EFA28,"Heatsink, 3"" dim",N/A,7B52009B64,Cronus,,,,
ABC-310-914FD6FF,"Nano Film, 6.3 % nevi3",N/A,7B52009B64,Cronus,,,,
ABC-310-921EFAFA,"Wire, 33"" dim",N/A,7B52009B64,Cronus,,,,
ABC-310-AD6BF1C4,"Faceplate, 17.386 - Av2",N/A,7B52009B64,Cronus,,,,
ABC-310-B0FE8E22,"Power Port, Thick 23K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-310-BA623075,"Faceplate, 17.386 - Av2",N/A,7B52009B64,Cronus,,,,
ABC-310-C4A965E5,"Heatsink, Macro 243K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-310-D27FFB81,"Cap, 17.386 - Av2",N/A,7B52009B64,Cronus,,,,
ABC-310-DAE6F640,"Power Port, Thick 23K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-310-E3BAA413,"Cap, 1%sec",N/A,7B52009B64,Cronus,,,,
ABC-310-E989FB60,"Nano Film, Micro 3K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-310-F1E727F3,"Heatsink, Macro 243K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-310-F728B4AB,"Nano Film, Micro 3K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-390-4AEBA05C,"Bolt, Thick 243K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-410-2134C5A4,"Heatsink, Macro 243K Ohm",Component,7B52009B64,Cronus,Parts Store,415497922,D87FAFA878,00182D197E
ABC-410-35510DE8,"Heatsink, Macro 243K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-410-59E0FEC5,"Faceplate, 17.386 - Av2",Component,7B52009B64,Cronus,Parts Store,415497922,D87FAFA878,00182D197E
ABC-410-6CA25EC5,"Nano Film, Micro 3K Ohm",Component,7B52009B64,Cronus,Parts Store,415497922,D87FAFA878,00182D197E
ABC-410-BD9E6D7E,"Wire, 24.987 - Aba7",Component,7B52009B64,Cronus,Parts Store,415497922,D87FAFA878,00182D197E
ABC-410-C3CB45EC,"Bolt, Thick 243K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-410-DF458CBC,"Heatsink, Macro 243K Ohm",N/A,7B52009B64,Cronus,,,,
ABC-420-12E6AD33,"Nano Film, 23"" dim",N/A,7B52009B64,Cronus,,,,
